station_id,trips_started,name,lat,lon,capacity
7471,1147,Lake Shore Blvd W / Louisa St,43.61868,-79.48674,15
7473,10049,Adelaide St W / Strachan Ave,43.6432530948273,-79.4123046990417,15
7474,12478,Clarence Square,43.64407,-79.3929,23
7475,10392,Jarvis St / Richmond St E,43.652777,-79.372637,19
7476,3106,Symington Ave / Dupont St,43.665538,-79.451263,15
7477,795,Antler St / Campbell Ave - SMART,43.664182,-79.449066,20
7478,1764,Ellis Ave / The Queensway,43.63855,-79.46693,19
7479,1943,Jane St / Bloor St W (Jane Subway Station),43.64976,-79.48477,15
7480,2371,Neil McLellan Park,43.65143,-79.47779,14
7483,1439,Southwood Dr / Kingston Rd - SMART,43.678685,-79.297974,12
7484,947,Briar Hill Ave / Yonge St - SMART,43.713524,-79.400162,16
7485,827,Blythwood Rd / Yonge St - SMART,43.716652,-79.399993,16
7486,1088,Gerrard St E / Main St,43.684261,-79.299332,22
7487,1539,Eastwood Rd / Woodbine Ave - SMART,43.676216,-79.309395,15
7488,1496,Summerhill Ave / Maclennan Ave,43.685924,-79.376304,11
7489,8722,Sumach St  / Queen St E,43.656638,-79.358749,19
7492,9503,324 Cherry St,43.6482995,-79.3552533,19
7493,2727,Sackville St / Eastern Ave - SMART,43.653809,-79.3595,12
7494,2596,Davenport Rd / McAlpine St - SMART,43.673768,-79.391253,12
7496,2967,Sunnyside Ave / The Queensway - SMART,43.6397,-79.44865,19
7497,3191,128 Sterling Rd - SMART,43.654004,-79.444792,20
7501,674,Humberside Grounds - SMART,43.65917,-79.46997,20
7502,16007,University Ave / College St (East),43.65995,-79.38964,14
7503,610,Gerrard St E / Malvern Ave - SMART,43.685221,-79.294766,20
7504,804,Gerrard St E / Victoria Park Ave - SMART,43.686962,-79.286864,16
7505,5579,Ontario St / Adelaide St E -SMART,43.6535052,-79.3667689,19
7506,7013,Berkeley St / Adelaide St E - SMART,43.653359,-79.365023,12
7508,4116,Berkeley St / Dundas St E - SMART,43.658816,-79.367318,18
7514,13053,Humber Bay Shores Park / Marine Parade Dr,43.626265,-79.476723,31
7515,2356,Amos Waites Park,43.613606,-79.4883535,27
7516,1887,Superior Ave / Lake Shore Blvd W,43.6146692,-79.4873148,17
7517,728,Ripley Ave / Ormskirk Ave,43.6390437,-79.4760109,23
7518,9456,Lake Shore Blvd W / Colborne Lodge Dr,43.63771,-79.458173,27
7519,711,406 Oakwood Ave,43.6882706002271,-79.4393776708185,19
7520,1292,St Clarens Ave / Shirley Ave,43.6486599,-79.4376413,15
7521,4064,Emerson Ave / Bloor St W,43.659055,-79.440764,23
7522,1937,Wallace Ave / Pauline Ave,43.6632257,-79.4397052,17
7523,13978,Lynn Williams St / East Liberty St - SMART,43.638925,-79.4168659,15
7524,15454,Lisgar Park,43.6423847,-79.4240277,23
7526,4749,Bartlett Parkette,43.6702236,-79.4360232,23
7527,838,Joseph J Piccininni Community Centre,43.675648,-79.4527619,19
7528,3175,Spadina Rd / Austin Terrace,43.67883,-79.408723,17
7529,1501,Symington Ave / Davenport Rd,43.6704403,-79.4532855,15
7530,4033,Sherbourne St N / Elm Ave,43.6752732,-79.3778458,22
7531,7478,541 Huron St - SMART,43.670206,-79.402643,19
7533,12249,Housey St / Dan Leckie Way,43.63811,-79.397877,27
7534,11848,Walnut Ave / Queen St W,43.645469,-79.411084,16
7536,11412,Palmerston Ave / Dundas St W,43.651603,-79.408346,23
7537,4380,Euclid Ave / Herrick St - SMART,43.661559,-79.413845,16
7538,2013,Vaughan Rd /Wychwood Ave,43.6882821,-79.4253856,19
7539,1534,Davisville Ave / Pailton Cres,43.69933,-79.39199,19
7540,2145,Alvin Ave / St Clair Ave E,43.68871,-79.39264,19
7541,3168,Bellwoods Ave / Treford Pl - SMART,43.65246,-79.413528,20
7542,23142,Queen St W / John St,43.650077,-79.391291,23
7543,6295,Bellevue Square Park,43.6537513,-79.4028245,17
7545,9910,Baldwin St / Henry St,43.6560758,-79.393259,15
7546,5939,Ross St / Cecil St - SMART,43.6568254,-79.3966159,18
7547,8038,Orde St / McCaul St,43.6580442,-79.3927404,15
7548,14769,St Joseph St / Bay St - SMART,43.6658804,-79.3876101,20
7549,9053,439 Sherbourne St,43.666051,-79.374161,47
7551,7716,The Esplanade / Hahn Pl,43.649709,-79.364184,19
7688,3735,High Park Blvd / Parkside Dr,43.644887,-79.4564117,15
7552,692,Lake Shore Blvd W / Thirty Ninth Street,43.5927419,-79.5403301,19
7553,986,Lake Shore Blvd W / Twenty Fourth St,43.597082,-79.522768,19
7554,1677,Humber College,43.5961692,-79.5160575,27
7555,669,Royal York Rd / Mimico Ave,43.612063,-79.496573,20
7556,755,Windsor St / Newcastle St,43.6171635,-79.4971065,31
7557,1186,The Queensway / High St,43.630874,-79.482407,23
7558,1077,Berry Rd / Bell Manor Dr,43.63732,-79.489083,19
7559,1061,Swansea Community Centre,43.6438036,-79.4770327,15
7561,1488,Annette St / Jane St,43.658574,-79.487246,15
7562,669,Priscilla  Ave / Dundas St W,43.664665,-79.489385,23
7563,1297,St Clair Ave W / Castleton Ave,43.668496,-79.485426,19
7564,996,Durie St / Dundas St W,43.665523,-79.484892,23
7565,1317,St Clair Ave W / Gunns Rd,43.672079,-79.470171,23
7566,1418,Weston Rd / St Clair Ave W - SMART,43.673019,-79.467994,19
7567,417,Weston Lions Park,43.698841,-79.519472,27
7568,3370,Jameson Ave / Queen St W,43.63985,-79.43703,26
7569,11373,Toronto Inukshuk Park,43.6323994,-79.4097818,47
7570,7784,Carlaw Ave / Dundas St E,43.665076,-79.341509,17
7571,3008,Highfield Rd / Gerrard St E,43.671771,-79.324961,19
7572,653,Cosburn Ave / Durant Ave,43.6935477,-79.3301658,15
7575,8627,Bayview Ave / Lawren Harris Square,43.6548521,-79.3539768,15
7576,7733,Front St E / Bayview Avenue,43.6535,-79.354068,22
7577,7288,Oak St / Sumach St,43.6617908,-79.361515,27
7579,1753,Glebe Rd W / Yonge St,43.7005976,-79.397345,19
7580,3316,Hillsdale Ave W / Yonge St,43.7029672,-79.3979073,15
7581,3297,High Park Ave / Dundas St W,43.6653032,-79.4701178,15
7582,593,Alameda Ave / Vaughan Rd - SMART,43.690903,-79.4375028,16
7583,616,Eglinton Ave W / Scarlett Rd,43.6834703,-79.5108942,22
7584,1867,The Pond Rd / Sentinel Rd,43.7696262,-79.5025943,27
7585,1061,Sentinel Rd / Finch Hydro Corridor,43.7641485,-79.5012809,27
7586,845,Finch West Subway Station,43.76521,-79.491281,23
7587,603,Dufferin St / Finch Hydro Recreational Trail,43.7724019,-79.4675395,19
7588,720,G Ross Lord Park,43.7781116,-79.467963,19
7589,543,Torresdale Ave / Antibes Dr,43.77953,-79.45233,15
7590,671,Esther Shiner Stadium,43.7774374,-79.4447096,23
7591,380,Elwood Blvd / Avenue Rd,43.707049,-79.40966,23
7593,1092,Roehampton St / Bayview Ave,43.711751,-79.378615,27
7594,2142,Fleming Cres / Bayview Ave,43.707045,-79.375437,15
7595,1380,Moore Park,43.693256,-79.383238,15
7596,2937,Langford Ave / Danforth Ave - SMART,43.6800218,-79.3405681,16
7597,333,Yonge St / Golfdale Rd,43.732016,-79.403637,15
7598,486,Teddington Park Ave,43.732975,-79.40401,15
7599,11301,Richmond St W / York St,43.650745,-79.383633,17
7600,7343,Ursula Franklin St / Huron St - SMART,43.660274,-79.398049,20
7601,3585,Brick Works,43.683884,-79.36647,25
7602,569,Woodbine Ave / O'Connor Dr,43.699281,-79.318802,19
7603,765,O'Connor Dr / Curity Ave - SMART,43.707582,-79.311439,24
7604,278,St Columba Pl / St Clair Ave E,43.70567,-79.310554,18
7605,776,Lumsden Ave / Eastdale Ave,43.6941354819917,-79.3005871877529,20
7606,795,Dawes Rd / Taylor Creek Trl,43.696631,-79.297436,19
7607,920,Fairmount Park,43.6765897,-79.3163022,19
7608,958,Wilket Creek Park,43.720645,-79.355474,27
7609,1018,Sunnybrook Park,43.720233,-79.362092,27
7610,1192,Kingston Rd / Beech Ave,43.680095,-79.291714,15
7611,1078,Victoria Park Ave / Danforth Ave,43.691468,-79.288619,18
7612,283,Livingston Rd / Guildwood Pkwy,43.747854,-79.199327,19
7613,151,Livingston Rd (Highland Creek Trail),43.7561681,-79.2026694,19
7614,477,Morningside Park (Highland Creek Trail),43.779353,-79.193023,23
7615,329,Colonel Danforth Park,43.7777114,-79.1659711,19
7616,890,Waterfront Trail (Rouge Hill),43.778015,-79.131911,19
7617,356,Starspray Ave / Lawrence Ave E,43.788319,-79.123505,19
7618,1020,Vaughan Rd / Oakwood Ave,43.6926825,-79.441042,19
7619,885,Braemar Ave / Eglinton Ave W,43.7041957,-79.4094472,14
7620,3175,Eglinton Ave E / Redpath Ave,43.7078691,-79.39248,15
7621,392,Long Branch GO Station,43.591561,-79.545827,33
7622,1189,Marie Curtis Park,43.5880774,-79.5432067,23
7623,2601,Royal York Rd / Lake Shore Blvd W,43.6029904,-79.4926867,19
7624,257,Guildwood GO Station (South),43.754978,-79.1971289,11
7625,1269,Yonge St / Lawrence Ave,43.7254665,-79.4011545,23
7626,275,Rouge Hill GO Station,43.7805505,-79.1301203,25
7627,5962,Shaw St / Essex St - SMART,43.667076,-79.425116,15
7629,929,Lundy Ave / Etienne Brule Park,43.6625395,-79.5030161,15
7630,895,Twelfth St / Thirteenth St,43.6002896,-79.5108692,23
7631,218,Florence Gell Park,43.6615467,-79.498398,15
7632,805,Chiltern Hill Rd / Eglinton Ave W,43.7004017,-79.4275305,17
7633,4119,Noble St / Queen St W,43.6424558,-79.4296346,15
7634,8316,University Ave / Gerrard St W (WEST) - SMART,43.6578449,-79.3899265,18
7635,1459,Runnymede Rd / Annette St,43.6596299,-79.4799176,15
7636,640,Bloor St W / Riverside Dr,43.647663,-79.487583,23
7637,1191,Judson St / Royal York Rd,43.6162721,-79.4990363,19
7639,3346,135 Queens Wharf  - SMART,43.6399714,-79.399404,16
7640,1551,Spadina Rd / St.Clair Ave West,43.683979,-79.410657,15
7641,1446,Annette St / Dundas St W,43.6641174,-79.4588522,15
7642,6041,Yonge St / St Clair Ave,43.6885046,-79.3940052,19
7643,1384,Oriole Pkwy / Kilbarry Rd,43.6954486,-79.4026176,19
7644,1840,East Lynn Ave / Danforth Ave,43.6850809,-79.3149901,15
7645,237,University of Toronto Scarborough,43.7842419,-79.1849889,16
7646,10230,University Ave / Richmond St W,43.6503935,-79.3860211,27
7647,8239,Elm St/ University Ave (East Side),43.656373,-79.3878104,17
7648,5014,909 Yonge St,43.6751525554287,-79.3884961596964,14
7650,1638,St Clair West Subway Station - Heath Entrance,43.686352,-79.415894,22
7654,2019,Bloor St W / Pacific Ave,43.6541245,-79.4636388,7
7655,2626,Danforth Ave / Dewhurst Blvd,43.680207,-79.339243,15
7656,4682,Bloor St W / Brock Ave,43.6589882,-79.438715,11
7657,5769,1 Market St - SMART,43.6469928,-79.3706665,19
7658,1687,Kings Mill Park,43.649204068767,-79.4933633420141,27
7659,1876,Amroth Ave / Danforth Ave,43.6856128,-79.3116827,19
7660,5832,285 Victoria St,43.656633,-79.379625,19
7662,4706,Beaty Ave / Queen St W,43.6393107,-79.4408141,19
7663,614,Kilgour Rd / Rumsey Rd,43.718039,-79.371914,17
7664,458,Sunnybrook Health Centre - L Wing,43.72268,-79.37644,15
7665,858,Sunnybrook Health Centre - S Wing,43.720998,-79.377456,11
7666,2701,Dundas St W / St Helen Ave - SMART,43.6504218,-79.4407647,26
7667,8526,Spadina Ave / Sussex Ave - SMART,43.664028,-79.4029787,35
7668,11880,Simcoe St / Dundas St W - SMART,43.6558557,-79.3894093,20
7670,640,Yonge St / Woburn Ave - SMART,43.7281464,-79.4032194,12
7671,1375,Yonge St / Montgomery Ave - SMART,43.7093201,-79.3996301,12
7675,5967,1525 Dundas St W,43.64957,-79.432446,15
7676,436,York University (Glendon Campus) - SMART,43.7273654882463,-79.3814254607724,16
7677,3723,1303 Yonge St - SMART,43.6846177,-79.3924592,16
7678,683,York University Station (South) - SMART,43.77345,-79.5002,16
7679,575,York University Station (North),43.7741,-79.5005,15
7680,2257,Princes' Blvd / Nunavut Rd,43.6334636,-79.4143057,19
7681,4210,25 Booth Ave,43.6544839,-79.341057,24
7682,16280,Bathurst St / Front St W,43.6413479,-79.4013882,27
7683,6132,Bay St / Harbour St (West),43.64191,-79.378325,15
7684,6056,Bay St / Harbour St (East),43.64215,-79.377,23
7685,9759,King St W / Brant St,43.645102,-79.3974498,22
7686,7479,Lower Jarvis / The Esplanade,43.6478206,-79.3704721,15
7687,5679,Bloor St W / Gladstone Ave - SMART,43.6602021,-79.4342726,11
7689,4989,20 Eaton Ave,43.680012,-79.3440325,26
7691,4426,Christie St / Dupont St,43.67168,-79.421192,19
7692,1676,85 Lee Ave,43.6700692,-79.2971326,26
7693,14955,Mutual St / Shuter St (Arena Gardens),43.6559476,-79.3755883,19
7694,332,Victoria Park Ave / Dawes Rd,43.706466,-79.29511,19
7695,1665,Queen St E / Joseph Duggan Rd,43.6677628,-79.3081171,19
7696,648,Heyworth Cres / Kingston Rd,43.6750806,-79.3068697,19
7698,641,St Clair Ave W / Caledonia Rd,43.6754247,-79.4547813,13
7699,929,St Clair Ave W / Oakwood Ave,43.678177,-79.435364,15
7700,1121,St Clair Ave W / Robina Ave,43.68005,-79.43469,15
7701,2900,Roncesvalles Ave / Fermanagh Ave,43.6463144692452,-79.4487940701453,19
7702,2835,111 Broadview Ave,43.6593483,-79.3499366,18
7703,4566,Oak St / Sackville St,43.6613642,-79.3641171,19
7704,770,24 Mountjoy Ave,43.6808774,-79.3304491,19
7705,3931,Colgate Ave / Carlaw Ave,43.6623658,-79.3413344,19
7706,1877,Felstead Ave/Gillard Ave (Monarch Park),43.6791345,-79.3263159,27
7707,14635,Coronation Park (Martin Goodman Trail),43.635495,-79.4035221,19
7708,1434,101 Cedarvale Ave,43.6868681,-79.3110942,20
7709,1015,Beltline Trail / Yonge St,43.6962302,-79.3950434,23
7710,3803,11 Spadina Rd,43.6677246,-79.4041365,18
7711,1458,Havelock St / Dewson St,43.6554793,-79.4302462,15
7712,4660,Queen St W / Shaw St,43.6442457,-79.4161044,19
7713,5952,Temperance St / Bay St,43.6506,-79.381285,22
7715,565,Lumsden Ave / Cedarvale Ave,43.693187,-79.314283,11
7716,3733,Church St / The Esplanade,43.6469251,-79.3733192,19
7717,4296,Niagara St / Portland St,43.6425791,-79.4001173,11
7718,2737,St. Andrew's Playground Park,43.646552,-79.399586,11
7719,4820,Wolseley St / Augusta Ave,43.6484201,-79.4005192,28
7720,7635,King St W / Portland St,43.644395,-79.4006543,16
7721,4630,Widmer St / King St W,43.6463574,-79.391206,11
7724,2413,Wellesley St E / Parliament St,43.6682342,-79.3702641,15
7725,583,Yonge St / Macpherson Ave,43.6791876,-79.390719,15
7728,428,Randolph Ave / Perth Ave,43.6585504,-79.4497659,19
7729,319,265 Armadale Ave,43.6501644,-79.4829691,31
7730,460,800 Fleet Street,43.636804,-79.408832,42
7731,87,Victoria Park Ave / Kingston Rd,43.68035,-79.28357,15
7732,29,Kingston Rd / Warden Ave,43.6882413593181,-79.2704662803324,14
7733,17,Pharmacy Ave / Danforth Ave,43.6929478,-79.2833998,15
7734,12,Danforth Ave / Warden Ave,43.6950192,-79.2718066,15
7735,8,Birchcliff Ave / Kingston Rd,43.691688,-79.265027,15
7736,7,Birchmount Rd / Kingston Rd,43.6940129779426,-79.2625720454814,15
7737,18,Kingston Rd / Glen Everest Rd,43.697490048103,-79.2565514646278,15
7738,13,Highview Ave / Kennedy Rd,43.7024185814635,-79.2563167072858,15
7739,26,Kingston Rd / Ridgemoor Ave,43.7064361425743,-79.2510444335329,11
7740,28,Sharpe St / Park St (Sandown Park),43.7105975,-79.2541175,15
7741,44,Howard Park Ave / Parkside Dr,43.648657,-79.458111,15
7742,16,Eglinton Ave W / Prospect Cemetery,43.69415,-79.4578258,19
7743,34,Eglinton Ave W / Gilbert Ave,43.6926325,-79.4627536,19
7744,23,Rogers Rd / Prospect Cemetery,43.68323,-79.455765,23
7745,40,Bert Robinson Park,43.688028,-79.460265,15
7746,49,Marlee Ave / York Beltline Trail,43.70163,-79.44099,19
7747,13,Eglinton Ave W / Ennerdale Rd,43.69466,-79.45377,14
7748,32,Bloor St W / Old Mill Trl,43.6501687,-79.4963345,19
7749,6,Wendover Rd / Bloor St W (Green P),43.6492,-79.50602,15
7750,35,Luttrell Ave / Danforth Ave,43.6897656,-79.2939525,15
7751,25,Willingdon Blvd / Bloor St W (Green P),43.64839,-79.51008,15
7752,49,1926 Lake Shore Blvd W,43.6357643,-79.4674917,22
7753,39,36 Park Lawn Rd,43.6236917,-79.4838132,15
7754,11,Walter Saunders Park,43.6993270725894,-79.4493630391668,15
7755,6,Park Lawn Rd / Berry Rd,43.6356059,-79.4934616,15
7757,242,The Well,43.6430250551659,-79.3943013776132,18
7758,2,Driftwood Ave / Finch Hydro Trail,43.7603624,-79.5162777,18
7759,6,The Pond Rd / Shoreham Dr,43.772445,-79.511912,15
7760,64,Grand Avenue Park,43.62313,-79.4918,22
